accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning,filtered_date,century,_primaryPlace_cleaned,countries_place,country,place,technique_filtered,color,coordinates,latitude,longitude
C.1870-1921,1921.0,O494645,dish,,Jingdezhen,unknown,,1662-1722,2019LX3868,porcelain,blue and white,blue and white (asia),in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.53-1937,1937.0,O494637,vase,,Jingdezhen,unknown,,middle of 17th century,2012FG4318,porcelain,blue and white,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1650,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
CIRC.385-1931,1931.0,O494633,vase,,Jingdezhen,unknown,,1630-1650,2010EC2095,porcelain,blue and white,ming,"ceramics, room 137, the curtain foundation gallery",False,False,1630-1650,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.548-1921,1921.0,O494507,flask,,China,unknown,,1368-1644,2010EH1873,porcelain,blue and white,ming,"ceramics, room 137, the curtain foundation gallery",False,False,1368-1644,14.0,china,china,,china,blue and white,blue and white,"39.9057136, 116.3912972",39.9057136,116.3912972
C.116-1923,1923.0,O494506,dish,,China,unknown,,1750-1850,2010EA9318,porcelain,blue and white,blue and white (asia),in store,False,False,1750-1850,18.0,china,china,,china,blue and white,blue and white,"39.9057136, 116.3912972",39.9057136,116.3912972
C.117-1923,1923.0,O494505,saucer,,Dehua,unknown,,1800-1900,2010EA9333,porcelain,blue and white,blue and white (asia),in store,False,False,1800-1900,19.0,dehua,"dehua, china",china,dehua,blue and white,blue and white,"25.4945484, 118.2362336",25.4945484,118.2362336
C.369-1923,1923.0,O494504,dish,,Jingdezhen,unknown,,19th century,2010EA9355,porcelain,blue and white,blue and white (asia),in store,False,False,1800-1900,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.51-1978,1978.0,O494346,teapot,,China,unknown,,ca. 1730,2009CR0595,porcelain,painted,yongzheng,"british galleries, room 52b",False,False,1730,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
FE.102-1978,1978.0,O494337,vase,,China,unknown,,ca. 1745,2010CT6393,porcelain,glazed,armorial,"ceramics, room 137, the curtain foundation gallery",False,False,1745,18.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.48-1951,1951.0,O494321,vase,,Jingdezhen,unknown,,ca. 1730-1760,2008BV1492,porcelain,painted,qing,"ceramics, room 136, the curtain foundation gallery",False,False,1730-1760,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.8-1931,1931.0,O494313,vase,,Jingdezhen,unknown,,ca. 1780,2008BV0919,porcelain,glazed,qing,"ceramics, room 136, the curtain foundation gallery",False,False,1780,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,glazed,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.354-1931,1931.0,O494312,dish,,Jingdezhen,unknown,,1730-1745,2010ED0818,porcelain,glazed,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1730-1745,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,glazed,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.4-1934,1934.0,O494311,saucer,,China,unknown,,1824,2008BV1072,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1824,19.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.10-1951,1951.0,O494303,figure of cow,,China,unknown,,middle of 18th century,2009CR4906,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1750,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.11-1951,1951.0,O494302,figure,,Dehua,unknown,,ca. 1680-1700,2008BV0917,porcelain,painted,blanc de chine,"ceramics, room 136, the curtain foundation gallery",False,False,1680-1700,17.0,dehua,"dehua, china",china,dehua,painted,,"25.4945484, 118.2362336",25.4945484,118.2362336
C.15-1951,1951.0,O494301,figure,,Jingdezhen,unknown,,1760-1770,2009CR4895,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1760-1770,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.100-1963,1963.0,O494294,figure of turkish girl,,Jingdezhen,unknown,,ca. 1760,2009CR4897,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1760,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.101-1963,1963.0,O494293,figure of hercules,,Jingdezhen,unknown,,ca. 1760,2009CR4926,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1760,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.102-1963,1963.0,O494292,figure,,Jingdezhen,unknown,,ca. 1760,2009CR4892,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1760,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.131-1975,1975.0,O494287,vase,,Jingdezhen,unknown,,second half of 18th century,2010EC2236,porcelain,painted,qing,"ceramics, room 136, the curtain foundation gallery",False,False,1750-1800,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
1725-1876,1876.0,O494262,jar and lid,,China,,,late 18th century-early 19th century,,porcelain,glazing,,in store,False,False,1790-1810,18.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.791-1917,1917.0,O494259,dish,,Jingdezhen,unknown,,1662-1722,,porcelain,blue and white,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.308-1918,1918.0,O494258,dish,,Jingdezhen,unknown,,1662-1722,,porcelain,blue and white,blue and white (asia),in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
589-1907,1907.0,O494251,dish,,Jingdezhen,unknown,,1723-1735,2010ED0583,porcelain,painted,yongzheng,"ceramics, room 137, the curtain foundation gallery",False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1463-1910,1910.0,O494248,vase,,Jingdezhen,unknown,,1736-1795,2010EC2408,porcelain,painted,qianlong,"ceramics, room 137, the curtain foundation gallery",False,False,1736-1795,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.419-1922,1922.0,O494243,dish,,Jingdezhen,unknown,,1862-1874,,porcelain,painted,tongzhi,in store,False,False,1862-1874,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.339-1931,1931.0,O494240,dish,,Jingdezhen,unknown,,ca. 1875-1900,2010ED0769,porcelain,glazed,qing,in store,False,False,1875-1900,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,glazed,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1389-1910,1910.0,O494232,figure,,Jingdezhen,unknown,,1736-1795,2009CR7065,porcelain,painted,qianlong,"ceramics, room 137, the curtain foundation gallery",False,False,1736-1795,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1390-1910,1910.0,O494231,figure,,Jingdezhen,unknown,,1736-1795,2010EB2365,porcelain,painted,qianlong,"ceramics, room 137, the curtain foundation gallery",False,False,1736-1795,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.311-1918,1918.0,O494230,dish,,Jingdezhen,unknown,,1723-1735,,porcelain,blue and white,yongzheng,"ceramics, room 137, the curtain foundation gallery",False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.312-1918,1918.0,O494229,dish,,Jingdezhen,unknown,,1723-1735,,porcelain,blue and white,blue and white (asia),in store,False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.129-1939,1939.0,O494225,figure of buddha,Buddha,China,unknown,,1662-1722,2010DE7933,porcelain,enamelled,kangxi,in store,False,False,1662-1722,17.0,china,china,,china,enamelled,,"39.9057136, 116.3912972",39.9057136,116.3912972
CIRC.5-1942,1942.0,O494220,figure of toad,,Jingdezhen,unknown,,early 18th century,2009CR3118,porcelain,glazed,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1730,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,glazed,,"29.3582395, 117.2735595",29.3582395,117.2735595
CIRC.6-1942,1942.0,O494219,figure of toad,,Jingdezhen,unknown,,early 18th century,2010CT4935,porcelain,glazed,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1730,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,glazed,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.6-1978,1978.0,O494215,figure of monkey,,Jingdezhen,unknown,,1750-1800,2009CR7127,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1750-1800,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.8-1978,1978.0,O494214,figure of hawk,,Jingdezhen,unknown,,mid 18th century,2009CR7077,porcelain,painted,qing,"ceramics, room 136, the curtain foundation gallery",False,False,1750,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.10-1978,1978.0,O494213,figure of parrot,,Jingdezhen,unknown,,1662-1722,2010CT6413,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.12-1978,1978.0,O494211,figure of maiteya buddha,Buddha of the Future,Jingdezhen,unknown,,1662-1722,2009CR3114,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.14-1978,1978.0,O494209,figure of immortal,Li Tieguai,Jingdezhen,unknown,,second half of 18th century,2009CR3124,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1750-1800,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.20-1978,1978.0,O494206,figure of boy,,Jingdezhen,unknown,,1750-1800,2010CT6424,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1750-1800,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.24-1978,1978.0,O494203,figure group,,Jingdezhen,unknown,,1750-1800,2009CR3121,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1750-1800,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.26-1978,1978.0,O494202,figure,Dongfang Shuo,Jingdezhen,unknown,,second half of 18th century,2010ED2797,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1750-1800,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.27-1978,1978.0,O494201,figure,Zhang Guolao,Jingdezhen,unknown,,second half of 18th century,2009CR3123,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1750-1800,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.35-1981,1981.0,O494200,figurine,,China,unknown,,mid 18th century,2010CT6431,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1750,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
649-1907,1907.0,O494196,dish,,Jingdezhen,unknown,,1730-1740,2008BV1541,porcelain,painted,qing,"ceramics, room 136, the curtain foundation gallery",False,False,1730-1740,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1401-1910,1910.0,O494194,dish,Dish,Jingdezhen,unknown,,1730-1750,2009CR3207,porcelain,painted,qianlong,"ceramics, room 137, the curtain foundation gallery",False,False,1730-1750,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1459-1910,1910.0,O494177,vase,,Jingdezhen,unknown,,1736-1795,2010EA3651,porcelain,painted,qianlong,"ceramics, room 136, the curtain foundation gallery",False,False,1736-1795,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1087-1917,1917.0,O494154,dish,,Jingdezhen,unknown,,1730-1740,2008BV1853,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1730-1740,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1091-1917,1917.0,O494152,dish,,Jingdezhen,unknown,,1725-1735,2008BV1669,porcelain,painted,yongzheng,"ceramics, room 137, the curtain foundation gallery",False,False,1725-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1092-1917,1917.0,O494151,dish,,Jingdezhen,unknown,,1730-1740,2008BV1074,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1730-1740,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.67-1964,1964.0,O494145,dish,,Jingdezhen,unknown,,1890-1910,2008BV1720,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1890-1910,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
CIRC.634-1931,1931.0,O494142,dish,,Jingdezhen,unknown,,1700-1730,2008BV1070,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1730,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
CIRC.635-1931,1931.0,O494141,dish,,Jingdezhen,unknown,,1700-1730,2008BV1194,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1730,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1102&A-1910,1910.0,O494136,box and lid,,Jingdezhen,unknown,,1662-1722,2017KC2788,porcelain,painted,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1142-1910,1910.0,O494134,candlestick,,Jingdezhen,unknown,,1662-1722,2010EA5683,porcelain,painted,kangxi,"ceramics, room 136, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1143-1910,1910.0,O494133,candlestick,,Jingdezhen,unknown,,1662-1722,2010EA5278,porcelain,painted,kangxi,"ceramics, room 136, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1274-1910,1910.0,O494132,figure,,Jingdezhen,unknown,,1662-1722,2009BX8520,porcelain,painted,kangxi,"ceramics, room 136, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1291-1910,1910.0,O494130,vase,,Jingdezhen,unknown,,1662-1722,2019LY5703,porcelain,painted,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1303-1910,1910.0,O494129,vase,,Jingdezhen,unknown,,1662-1722,2010EA0943,porcelain,painted,kangxi,"ceramics, room 136, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1305-1910,1910.0,O494128,vase,,Jingdezhen,unknown,,1662-1722,2008BV0940,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1306-1910,1910.0,O494127,vase,,Jingdezhen,unknown,,1662-1722,2010EB8180,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1310-1910,1910.0,O494126,vase,,Jingdezhen,unknown,,1662-1722,2019LY9191,porcelain,painted,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1311-1910,1910.0,O494125,vase,,Jingdezhen,unknown,,1662-1722,2011ER3688,porcelain,painted,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1313-1910,1910.0,O494124,vase,,Jingdezhen,unknown,,1850-1900,2006BD2369,porcelain,painted,qing,"ceramics, room 136, the curtain foundation gallery",False,False,1850-1900,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1314-1910,1910.0,O494123,vase,,Jingdezhen,unknown,,1850-1900,2010EA1097,porcelain,painted,kangxi,"ceramics, room 136, the curtain foundation gallery",False,False,1850-1900,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
